code,name,name_en,name_acr,full_name,full_name_en,code_name,province_code
413,Cửa Lò,Cua Lo,cl,Thị xã Cửa Lò,Cua Lo Town,cualo,40
414,Thái Hoà,Thai Hoa,th,Thị xã Thái Hoà,Thai Hoa Town,thaihoa,40
415,Quế Phong,Que Phong,qp,Huyện Quế Phong,Que Phong District,quephong,40
416,Quỳ Châu,Quy Chau,qc,Huyện Quỳ Châu,Quy Chau District,quychau,40
417,Kỳ Sơn,Ky Son,ks,Huyện Kỳ Sơn,Ky Son District,kyson,40
418,Tương Dương,Tuong Duong,td,Huyện Tương Dương,Tuong Duong District,tuongduong,40
419,Nghĩa Đàn,Nghia Dan,nd,Huyện Nghĩa Đàn,Nghia Dan District,nghiadan,40
420,Quỳ Hợp,Quy Hop,qh,Huyện Quỳ Hợp,Quy Hop District,quyhop,40
421,Quỳnh Lưu,Quynh Luu,ql,Huyện Quỳnh Lưu,Quynh Luu District,quynhluu,40
422,Con Cuông,Con Cuong,cc,Huyện Con Cuông,Con Cuong District,concuong,40
423,Tân Kỳ,Tan Ky,tk,Huyện Tân Kỳ,Tan Ky District,tanky,40
424,Anh Sơn,Anh Son,as,Huyện Anh Sơn,Anh Son District,anhson,40
425,Diễn Châu,Dien Chau,dc,Huyện Diễn Châu,Dien Chau District,dienchau,40
426,Yên Thành,Yen Thanh,yt,Huyện Yên Thành,Yen Thanh District,yenthanh,40
427,Đô Lương,Do Luong,dl,Huyện Đô Lương,Do Luong District,doluong,40
428,Thanh Chương,Thanh Chuong,tc,Huyện Thanh Chương,Thanh Chuong District,thanhchuong,40
429,Nghi Lộc,Nghi Loc,nl,Huyện Nghi Lộc,Nghi Loc District,nghiloc,40
430,Nam Đàn,Nam Dan,nd,Huyện Nam Đàn,Nam Dan District,namdan,40
431,Hưng Nguyên,Hung Nguyen,hn,Huyện Hưng Nguyên,Hung Nguyen District,hungnguyen,40
432,Hoàng Mai,Hoang Mai,hm,Thị xã Hoàng Mai,Hoang Mai Town,hoangmai,40
436,Hà Tĩnh,Ha Tinh,ht,Thành phố Hà Tĩnh,Ha Tinh City,hatinh,42
437,Hồng Lĩnh,Hong Linh,hl,Thị xã Hồng Lĩnh,Hong Linh Town,honglinh,42
439,Hương Sơn,Huong Son,hs,Huyện Hương Sơn,Huong Son District,huongson,42
440,Đức Thọ,Duc Tho,dt,Huyện Đức Thọ,Duc Tho District,ductho,42
441,Vũ Quang,Vu Quang,vq,Huyện Vũ Quang,Vu Quang District,vuquang,42
442,Nghi Xuân,Nghi Xuan,nx,Huyện Nghi Xuân,Nghi Xuan District,nghixuan,42
443,Can Lộc,Can Loc,cl,Huyện Can Lộc,Can Loc District,canloc,42
444,Hương Khê,Huong Khe,hk,Huyện Hương Khê,Huong Khe District,huongkhe,42
445,Thạch Hà,Thach Ha,th,Huyện Thạch Hà,Thach Ha District,thachha,42
446,Cẩm Xuyên,Cam Xuyen,cx,Huyện Cẩm Xuyên,Cam Xuyen District,camxuyen,42
447,Kỳ Anh,Ky Anh,ka,Huyện Kỳ Anh,Ky Anh District,kyanh,42
448,Lộc Hà,Loc Ha,lh,Huyện Lộc Hà,Loc Ha District,locha,42
449,Kỳ Anh,Ky Anh,ka,Thị xã Kỳ Anh,Ky Anh Town,kyanh,42
450,Đồng Hới,Dong Hoi,dh,Thành phố Đồng Hới,Dong Hoi City,donghoi,44
452,Minh Hóa,Minh Hoa,mh,Huyện Minh Hóa,Minh Hoa District,minhhoa,44
453,Tuyên Hóa,Tuyen Hoa,th,Huyện Tuyên Hóa,Tuyen Hoa District,tuyenhoa,44
454,Quảng Trạch,Quang Trach,qt,Huyện Quảng Trạch,Quang Trach District,quangtrach,44
455,Bố Trạch,Bo Trach,bt,Huyện Bố Trạch,Bo Trach District,botrach,44
456,Quảng Ninh,Quang Ninh,qn,Huyện Quảng Ninh,Quang Ninh District,quangninh,44
457,Lệ Thủy,Le Thuy,lt,Huyện Lệ Thủy,Le Thuy District,lethuy,44
458,Ba Đồn,Ba Don,bd,Thị xã Ba Đồn,Ba Don Town,badon,44
461,Đông Hà,Dong Ha,dh,Thành phố Đông Hà,Dong Ha City,dongha,45
462,Quảng Trị,Quang Tri,qt,Thị xã Quảng Trị,Quang Tri Town,quangtri,45
464,Vĩnh Linh,Vinh Linh,vl,Huyện Vĩnh Linh,Vinh Linh District,vinhlinh,45
465,Hướng Hóa,Huong Hoa,hh,Huyện Hướng Hóa,Huong Hoa District,huonghoa,45
466,Gio Linh,Gio Linh,gl,Huyện Gio Linh,Gio Linh District,giolinh,45
467,Đa Krông,Da Krong,dk,Huyện Đa Krông,Da Krong District,dakrong,45
468,Cam Lộ,Cam Lo,cl,Huyện Cam Lộ,Cam Lo District,camlo,45
469,Triệu Phong,Trieu Phong,tp,Huyện Triệu Phong,Trieu Phong District,trieuphong,45
470,Hải Lăng,Hai Lang,hl,Huyện Hải Lăng,Hai Lang District,hailang,45
474,Huế,Hue,hh,Thành phố Huế,Hue City,hue,46
476,Phong Điền,Phong Dien,pd,Huyện Phong Điền,Phong Dien District,phongdien,46
477,Quảng Điền,Quang Dien,qd,Huyện Quảng Điền,Quang Dien District,quangdien,46
478,Phú Vang,Phu Vang,pv,Huyện Phú Vang,Phu Vang District,phuvang,46
479,Hương Thủy,Huong Thuy,ht,Thị xã Hương Thủy,Huong Thuy Town,huongthuy,46
480,Hương Trà,Huong Tra,ht,Thị xã Hương Trà,Huong Tra Town,huongtra,46
481,A Lưới,A Luoi,al,Huyện A Lưới,A Luoi District,aluoi,46
482,Phú Lộc,Phu Loc,pl,Huyện Phú Lộc,Phu Loc District,phuloc,46
483,Nam Đông,Nam Dong,nd,Huyện Nam Đông,Nam Dong District,namdong,46
490,Liên Chiểu,Lien Chieu,lc,Quận Liên Chiểu,Lien Chieu District,lienchieu,48
491,Thanh Khê,Thanh Khe,tk,Quận Thanh Khê,Thanh Khe District,thanhkhe,48
492,Hải Châu,Hai Chau,hc,Quận Hải Châu,Hai Chau District,haichau,48
493,Sơn Trà,Son Tra,st,Quận Sơn Trà,Son Tra District,sontra,48
494,Ngũ Hành Sơn,Ngu Hanh Son,nhs,Quận Ngũ Hành Sơn,Ngu Hanh Son District,nguhanhson,48
495,Cẩm Lệ,Cam Le,cl,Quận Cẩm Lệ,Cam Le District,camle,48
497,Hòa Vang,Hoa Vang,hv,Huyện Hòa Vang,Hoa Vang District,hoavang,48
502,Tam Kỳ,Tam Ky,tk,Thành phố Tam Kỳ,Tam Ky City,tamky,49
503,Hội An,Hoi An,ha,Thành phố Hội An,Hoi An City,hoian,49
504,Tây Giang,Tay Giang,tg,Huyện Tây Giang,Tay Giang District,taygiang,49
505,Đông Giang,Dong Giang,dg,Huyện Đông Giang,Dong Giang District,donggiang,49
506,Đại Lộc,Dai Loc,dl,Huyện Đại Lộc,Dai Loc District,dailoc,49
507,Điện Bàn,Dien Ban,db,Thị xã Điện Bàn,Dien Ban Town,dienban,49
508,Duy Xuyên,Duy Xuyen,dx,Huyện Duy Xuyên,Duy Xuyen District,duyxuyen,49
509,Quế Sơn,Que Son,qs,Huyện Quế Sơn,Que Son District,queson,49
510,Nam Giang,Nam Giang,ng,Huyện Nam Giang,Nam Giang District,namgiang,49
511,Phước Sơn,Phuoc Son,ps,Huyện Phước Sơn,Phuoc Son District,phuocson,49
512,Hiệp Đức,Hiep Duc,hd,Huyện Hiệp Đức,Hiep Duc District,hiepduc,49
513,Thăng Bình,Thang Binh,tb,Huyện Thăng Bình,Thang Binh District,thangbinh,49
514,Tiên Phước,Tien Phuoc,tp,Huyện Tiên Phước,Tien Phuoc District,tienphuoc,49
515,Bắc Trà My,Bac Tra My,bt,Huyện Bắc Trà My,Bac Tra My District,bactramy,49
516,Nam Trà My,Nam Tra My,nt,Huyện Nam Trà My,Nam Tra My District,namtramy,49
517,Núi Thành,Nui Thanh,nt,Huyện Núi Thành,Nui Thanh District,nuithanh,49
518,Phú Ninh,Phu Ninh,pn,Huyện Phú Ninh,Phu Ninh District,phuninh,49
519,Nông Sơn,Nong Son,ns,Huyện Nông Sơn,Nong Son District,nongson,49
522,Quảng Ngãi,Quang Ngai,qn,Thành phố Quảng Ngãi,Quang Ngai City,quangngai,51
524,Bình Sơn,Binh Son,bs,Huyện Bình Sơn,Binh Son District,binhson,51
525,Trà Bồng,Tra Bong,tb,Huyện Trà Bồng,Tra Bong District,trabong,51
527,Sơn Tịnh,Son Tinh,st,Huyện Sơn Tịnh,Son Tinh District,sontinh,51
528,Tư Nghĩa,Tu Nghia,tn,Huyện Tư Nghĩa,Tu Nghia District,tunghia,51
529,Sơn Hà,Son Ha,sh,Huyện Sơn Hà,Son Ha District,sonha,51
530,Sơn Tây,Son Tay,st,Huyện Sơn Tây,Son Tay District,sontay,51
531,Minh Long,Minh Long,ml,Huyện Minh Long,Minh Long District,minhlong,51
532,Nghĩa Hành,Nghia Hanh,nh,Huyện Nghĩa Hành,Nghia Hanh District,nghiahanh,51
533,Mộ Đức,Mo Duc,md,Huyện Mộ Đức,Mo Duc District,moduc,51
534,Đức Phổ,Duc Pho,dp,Thị xã Đức Phổ,Duc Pho Town,ducpho,51
535,Ba Tơ,Ba To,bt,Huyện Ba Tơ,Ba To District,bato,51
540,Quy Nhơn,Quy Nhon,qn,Thành phố Quy Nhơn,Quy Nhon City,quynhon,52
542,An Lão,An Lao,al,Huyện An Lão,An Lao District,anlao,52
543,Hoài Nhơn,Hoai Nhon,hn,Thị xã Hoài Nhơn,Hoai Nhon Town,hoainhon,52
544,Hoài Ân,Hoai An,ha,Huyện Hoài Ân,Hoai An District,hoaian,52
545,Phù Mỹ,Phu My,pm,Huyện Phù Mỹ,Phu My District,phumy,52
546,Vĩnh Thạnh,Vinh Thanh,vt,Huyện Vĩnh Thạnh,Vinh Thanh District,vinhthanh,52
547,Tây Sơn,Tay Son,ts,Huyện Tây Sơn,Tay Son District,tayson,52
548,Phù Cát,Phu Cat,pc,Huyện Phù Cát,Phu Cat District,phucat,52
549,An Nhơn,An Nhon,an,Thị xã An Nhơn,An Nhon Town,annhon,52
550,Tuy Phước,Tuy Phuoc,tp,Huyện Tuy Phước,Tuy Phuoc District,tuyphuoc,52
551,Vân Canh,Van Canh,vc,Huyện Vân Canh,Van Canh District,vancanh,52
555,Tuy Hoà,Tuy Hoa,th,Thành phố Tuy Hoà,Tuy Hoa City,tuyhoa,54
557,Sông Cầu,Song Cau,sc,Thị xã Sông Cầu,Song Cau Town,songcau,54
558,Đồng Xuân,Dong Xuan,dx,Huyện Đồng Xuân,Dong Xuan District,dongxuan,54
559,Tuy An,Tuy An,ta,Huyện Tuy An,Tuy An District,tuyan,54
560,Sơn Hòa,Son Hoa,sh,Huyện Sơn Hòa,Son Hoa District,sonhoa,54
561,Sông Hinh,Song Hinh,sh,Huyện Sông Hinh,Song Hinh District,songhinh,54
562,Tây Hoà,Tay Hoa,th,Huyện Tây Hoà,Tay Hoa District,tayhoa,54
563,Phú Hoà,Phu Hoa,ph,Huyện Phú Hoà,Phu Hoa District,phuhoa,54
564,Đông Hòa,Dong Hoa,dh,Thị xã Đông Hòa,Dong Hoa Town,donghoa,54
568,Nha Trang,Nha Trang,nt,Thành phố Nha Trang,Nha Trang City,nhatrang,56
569,Cam Ranh,Cam Ranh,cr,Thành phố Cam Ranh,Cam Ranh City,camranh,56
570,Cam Lâm,Cam Lam,cl,Huyện Cam Lâm,Cam Lam District,camlam,56
571,Vạn Ninh,Van Ninh,vn,Huyện Vạn Ninh,Van Ninh District,vanninh,56
572,Ninh Hòa,Ninh Hoa,nh,Thị xã Ninh Hòa,Ninh Hoa Town,ninhhoa,56
573,Khánh Vĩnh,Khanh Vinh,kv,Huyện Khánh Vĩnh,Khanh Vinh District,khanhvinh,56
574,Diên Khánh,Dien Khanh,dk,Huyện Diên Khánh,Dien Khanh District,dienkhanh,56
575,Khánh Sơn,Khanh Son,ks,Huyện Khánh Sơn,Khanh Son District,khanhson,56
576,Trường Sa,Truong Sa,ts,Huyện Trường Sa,Truong Sa District,truongsa,56
582,Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,pr,Thành phố Phan Rang-Tháp Chàm,Phan Rang-Thap Cham City,phanrang-thapcham,58
584,Bác Ái,Bac Ai,ba,Huyện Bác Ái,Bac Ai District,bacai,58
585,Ninh Sơn,Ninh Son,ns,Huyện Ninh Sơn,Ninh Son District,ninhson,58
586,Ninh Hải,Ninh Hai,nh,Huyện Ninh Hải,Ninh Hai District,ninhhai,58
587,Ninh Phước,Ninh Phuoc,np,Huyện Ninh Phước,Ninh Phuoc District,ninhphuoc,58
588,Thuận Bắc,Thuan Bac,tb,Huyện Thuận Bắc,Thuan Bac District,thuanbac,58
589,Thuận Nam,Thuan Nam,tn,Huyện Thuận Nam,Thuan Nam District,thuannam,58
593,Phan Thiết,Phan Thiet,pt,Thành phố Phan Thiết,Phan Thiet City,phanthiet,60
594,La Gi,La Gi,lg,Thị xã La Gi,La Gi Town,lagi,60
595,Tuy Phong,Tuy Phong,tp,Huyện Tuy Phong,Tuy Phong District,tuyphong,60
596,Bắc Bình,Bac Binh,bb,Huyện Bắc Bình,Bac Binh District,bacbinh,60
597,Hàm Thuận Bắc,Ham Thuan Bac,htb,Huyện Hàm Thuận Bắc,Ham Thuan Bac District,hamthuanbac,60
598,Hàm Thuận Nam,Ham Thuan Nam,htn,Huyện Hàm Thuận Nam,Ham Thuan Nam District,hamthuannam,60
599,Tánh Linh,Tanh Linh,tl,Huyện Tánh Linh,Tanh Linh District,tanhlinh,60
600,Đức Linh,Duc Linh,dl,Huyện Đức Linh,Duc Linh District,duclinh,60
601,Hàm Tân,Ham Tan,ht,Huyện Hàm Tân,Ham Tan District,hamtan,60
602,Phú Quí,Phu Qui,pq,Huyện Phú Quí,Phu Qui District,phuqui,60
608,Kon Tum,Kon Tum,kt,Thành phố Kon Tum,Kon Tum City,kontum,62
610,Đắk Glei,Dak Glei,dg,Huyện Đắk Glei,Dak Glei District,dakglei,62
611,Ngọc Hồi,Ngoc Hoi,nh,Huyện Ngọc Hồi,Ngoc Hoi District,ngochoi,62
612,Đắk Tô,Dak To,dt,Huyện Đắk Tô,Dak To District,dakto,62
613,Kon Plông,Kon Plong,kp,Huyện Kon Plông,Kon Plong District,konplong,62
614,Kon Rẫy,Kon Ray,kr,Huyện Kon Rẫy,Kon Ray District,konray,62
615,Đắk Hà,Dak Ha,dh,Huyện Đắk Hà,Dak Ha District,dakha,62
616,Sa Thầy,Sa Thay,st,Huyện Sa Thầy,Sa Thay District,sathay,62
617,Tu Mơ Rông,Tu Mo Rong,tmr,Huyện Tu Mơ Rông,Tu Mo Rong District,tumorong,62
618,Ia H' Drai,Ia H' Drai,ih,Huyện Ia H' Drai,Ia H' Drai District,iahdrai,62
622,Pleiku,Pleiku,pp,Thành phố Pleiku,Pleiku City,pleiku,64
623,An Khê,An Khe,ak,Thị xã An Khê,An Khe Town,ankhe,64
624,Ayun Pa,Ayun Pa,ap,Thị xã Ayun Pa,Ayun Pa Town,ayunpa,64
625,KBang,KBang,kk,Huyện KBang,KBang District,kbang,64
626,Đăk Đoa,Dak Doa,dd,Huyện Đăk Đoa,Dak Doa District,dakdoa,64
627,Chư Păh,Chu Pah,cp,Huyện Chư Păh,Chu Pah District,chupah,64
628,Ia Grai,Ia Grai,ig,Huyện Ia Grai,Ia Grai District,iagrai,64
629,Mang Yang,Mang Yang,my,Huyện Mang Yang,Mang Yang District,mangyang,64
630,Kông Chro,Kong Chro,kc,Huyện Kông Chro,Kong Chro District,kongchro,64
631,Đức Cơ,Duc Co,dc,Huyện Đức Cơ,Duc Co District,ducco,64
632,Chư Prông,Chu Prong,cp,Huyện Chư Prông,Chu Prong District,chuprong,64
633,Chư Sê,Chu Se,cs,Huyện Chư Sê,Chu Se District,chuse,64
634,Đăk Pơ,Dak Po,dp,Huyện Đăk Pơ,Dak Po District,dakpo,64
635,Ia Pa,Ia Pa,ip,Huyện Ia Pa,Ia Pa District,iapa,64
637,Krông Pa,Krong Pa,kp,Huyện Krông Pa,Krong Pa District,krongpa,64
638,Phú Thiện,Phu Thien,pt,Huyện Phú Thiện,Phu Thien District,phuthien,64
639,Chư Pưh,Chu Puh,cp,Huyện Chư Pưh,Chu Puh District,chupuh,64
643,Buôn Ma Thuột,Buon Ma Thuot,bmt,Thành phố Buôn Ma Thuột,Buon Ma Thuot City,buonmathuot,66
644,Buôn Hồ,Buon Ho,bh,Thị xã Buôn Hồ,Buon Ho Town,buonho,66
645,Ea H'leo,Ea H'leo,eh,Huyện Ea H'leo,Ea H'leo District,eahleo,66
646,Ea Súp,Ea Sup,es,Huyện Ea Súp,Ea Sup District,easup,66
647,Buôn Đôn,Buon Don,bd,Huyện Buôn Đôn,Buon Don District,buondon,66
648,Cư M'gar,Cu M'gar,cm,Huyện Cư M'gar,Cu M'gar District,cumgar,66
649,Krông Búk,Krong Buk,kb,Huyện Krông Búk,Krong Buk District,krongbuk,66
650,Krông Năng,Krong Nang,kn,Huyện Krông Năng,Krong Nang District,krongnang,66
651,Ea Kar,Ea Kar,ek,Huyện Ea Kar,Ea Kar District,eakar,66
652,M'Đrắk,M'Drak,mm,Huyện M'Đrắk,M'Drak District,mdrak,66
653,Krông Bông,Krong Bong,kb,Huyện Krông Bông,Krong Bong District,krongbong,66
654,Krông Pắc,Krong Pac,kp,Huyện Krông Pắc,Krong Pac District,krongpac,66
655,Krông A Na,Krong A Na,ka,Huyện Krông A Na,Krong A Na District,krongana,66
656,Lắk,Lak,ll,Huyện Lắk,Lak District,lak,66
657,Cư Kuin,Cu Kuin,ck,Huyện Cư Kuin,Cu Kuin District,cukuin,66
660,Gia Nghĩa,Gia Nghia,gn,Thành phố Gia Nghĩa,Gia Nghia City,gianghia,67
661,Đăk Glong,Dak Glong,dg,Huyện Đăk Glong,Dak Glong District,dakglong,67
662,Cư Jút,Cu Jut,cj,Huyện Cư Jút,Cu Jut District,cujut,67
663,Đắk Mil,Dak Mil,dm,Huyện Đắk Mil,Dak Mil District,dakmil,67
664,Krông Nô,Krong No,kn,Huyện Krông Nô,Krong No District,krongno,67
665,Đắk Song,Dak Song,ds,Huyện Đắk Song,Dak Song District,daksong,67
666,Đắk R'Lấp,Dak R'Lap,dr,Huyện Đắk R'Lấp,Dak R'Lap District,dakrlap,67
667,Tuy Đức,Tuy Duc,td,Huyện Tuy Đức,Tuy Duc District,tuyduc,67
672,Đà Lạt,Da Lat,dl,Thành phố Đà Lạt,Da Lat City,dalat,68
673,Bảo Lộc,Bao Loc,bl,Thành phố Bảo Lộc,Bao Loc City,baoloc,68
674,Đam Rông,Dam Rong,dr,Huyện Đam Rông,Dam Rong District,damrong,68
675,Lạc Dương,Lac Duong,ld,Huyện Lạc Dương,Lac Duong District,lacduong,68
676,Lâm Hà,Lam Ha,lh,Huyện Lâm Hà,Lam Ha District,lamha,68
677,Đơn Dương,Don Duong,dd,Huyện Đơn Dương,Don Duong District,donduong,68
678,Đức Trọng,Duc Trong,dt,Huyện Đức Trọng,Duc Trong District,ductrong,68
679,Di Linh,Di Linh,dl,Huyện Di Linh,Di Linh District,dilinh,68
680,Bảo Lâm,Bao Lam,bl,Huyện Bảo Lâm,Bao Lam District,baolam,68
681,Đạ Huoai,Da Huoai,dh,Huyện Đạ Huoai,Da Huoai District,dahuoai,68
682,Đạ Tẻh,Da Teh,dt,Huyện Đạ Tẻh,Da Teh District,dateh,68
683,Cát Tiên,Cat Tien,ct,Huyện Cát Tiên,Cat Tien District,cattien,68
688,Phước Long,Phuoc Long,pl,Thị xã Phước Long,Phuoc Long Town,phuoclong,70
689,Đồng Xoài,Dong Xoai,dx,Thành phố Đồng Xoài,Dong Xoai City,dongxoai,70
690,Bình Long,Binh Long,bl,Thị xã Bình Long,Binh Long Town,binhlong,70
691,Bù Gia Mập,Bu Gia Map,bg,Huyện Bù Gia Mập,Bu Gia Map District,bugiamap,70
692,Lộc Ninh,Loc Ninh,ln,Huyện Lộc Ninh,Loc Ninh District,locninh,70
693,Bù Đốp,Bu Dop,bd,Huyện Bù Đốp,Bu Dop District,budop,70
694,Hớn Quản,Hon Quan,hq,Huyện Hớn Quản,Hon Quan District,honquan,70
695,Đồng Phú,Dong Phu,dp,Huyện Đồng Phú,Dong Phu District,dongphu,70
696,Bù Đăng,Bu Dang,bd,Huyện Bù Đăng,Bu Dang District,budang,70
697,Chơn Thành,Chon Thanh,ct,Thị xã Chơn Thành,Chon Thanh Town,chonthanh,70
698,Phú Riềng,Phu Rieng,pr,Huyện Phú Riềng,Phu Rieng District,phurieng,70
703,Tây Ninh,Tay Ninh,tn,Thành phố Tây Ninh,Tay Ninh City,tayninh,72
705,Tân Biên,Tan Bien,tb,Huyện Tân Biên,Tan Bien District,tanbien,72
706,Tân Châu,Tan Chau,tc,Huyện Tân Châu,Tan Chau District,tanchau,72
707,Dương Minh Châu,Duong Minh Chau,dmc,Huyện Dương Minh Châu,Duong Minh Chau District,duongminhchau,72
708,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,72
709,Hòa Thành,Hoa Thanh,ht,Thị xã Hòa Thành,Hoa Thanh Town,hoathanh,72
710,Gò Dầu,Go Dau,gd,Huyện Gò Dầu,Go Dau District,godau,72
711,Bến Cầu,Ben Cau,bc,Huyện Bến Cầu,Ben Cau District,bencau,72
712,Trảng Bàng,Trang Bang,tb,Thị xã Trảng Bàng,Trang Bang Town,trangbang,72
718,Thủ Dầu Một,Thu Dau Mot,tdm,Thành phố Thủ Dầu Một,Thu Dau Mot City,thudaumot,74
719,Bàu Bàng,Bau Bang,bb,Huyện Bàu Bàng,Bau Bang District,baubang,74
720,Dầu Tiếng,Dau Tieng,dt,Huyện Dầu Tiếng,Dau Tieng District,dautieng,74
721,Bến Cát,Ben Cat,bc,Thành phố Bến Cát,Ben Cat City,bencat,74
722,Phú Giáo,Phu Giao,pg,Huyện Phú Giáo,Phu Giao District,phugiao,74
723,Tân Uyên,Tan Uyen,tu,Thành phố Tân Uyên,Tan Uyen City,tanuyen,74
724,Dĩ An,Di An,da,Thành phố Dĩ An,Di An City,dian,74
725,Thuận An,Thuan An,ta,Thành phố Thuận An,Thuan An City,thuanan,74
726,Bắc Tân Uyên,Bac Tan Uyen,btu,Huyện Bắc Tân Uyên,Bac Tan Uyen District,bactanuyen,74
731,Biên Hòa,Bien Hoa,bh,Thành phố Biên Hòa,Bien Hoa City,bienhoa,75
732,Long Khánh,Long Khanh,lk,Thành phố Long Khánh,Long Khanh City,longkhanh,75
734,Tân Phú,Tan Phu,tp,Huyện Tân Phú,Tan Phu District,tanphu,75
735,Vĩnh Cửu,Vinh Cuu,vc,Huyện Vĩnh Cửu,Vinh Cuu District,vinhcuu,75
736,Định Quán,Dinh Quan,dq,Huyện Định Quán,Dinh Quan District,dinhquan,75
737,Trảng Bom,Trang Bom,tb,Huyện Trảng Bom,Trang Bom District,trangbom,75
738,Thống Nhất,Thong Nhat,tn,Huyện Thống Nhất,Thong Nhat District,thongnhat,75
739,Cẩm Mỹ,Cam My,cm,Huyện Cẩm Mỹ,Cam My District,cammy,75
740,Long Thành,Long Thanh,lt,Huyện Long Thành,Long Thanh District,longthanh,75
741,Xuân Lộc,Xuan Loc,xl,Huyện Xuân Lộc,Xuan Loc District,xuanloc,75
742,Nhơn Trạch,Nhon Trach,nt,Huyện Nhơn Trạch,Nhon Trach District,nhontrach,75
747,Vũng Tàu,Vung Tau,vt,Thành phố Vũng Tàu,Vung Tau City,vungtau,77
748,Bà Rịa,Ba Ria,br,Thành phố Bà Rịa,Ba Ria City,baria,77
750,Châu Đức,Chau Duc,cd,Huyện Châu Đức,Chau Duc District,chauduc,77
751,Xuyên Mộc,Xuyen Moc,xm,Huyện Xuyên Mộc,Xuyen Moc District,xuyenmoc,77
752,Long Điền,Long Dien,ld,Huyện Long Điền,Long Dien District,longdien,77
753,Đất Đỏ,Dat Do,dd,Huyện Đất Đỏ,Dat Do District,datdo,77
754,Phú Mỹ,Phu My,pm,Thị xã Phú Mỹ,Phu My Town,phumy,77
760,1,1,1,Quận 1,District 1,1,79
761,12,12,12,Quận 12,District 12,12,79
764,Gò Vấp,Go Vap,gv,Quận Gò Vấp,Go Vap District,govap,79
765,Bình Thạnh,Binh Thanh,bt,Quận Bình Thạnh,Binh Thanh District,binhthanh,79
766,Tân Bình,Tan Binh,tb,Quận Tân Bình,Tan Binh District,tanbinh,79
767,Tân Phú,Tan Phu,tp,Quận Tân Phú,Tan Phu District,tanphu,79
768,Phú Nhuận,Phu Nhuan,pn,Quận Phú Nhuận,Phu Nhuan District,phunhuan,79
769,Thủ Đức,Thu Duc,td,Thành phố Thủ Đức,Thu Duc City,thuduc,79
770,3,3,3,Quận 3,District 3,3,79
771,10,10,10,Quận 10,District 10,10,79
772,11,11,11,Quận 11,District 11,11,79
773,4,4,4,Quận 4,District 4,4,79
774,5,5,5,Quận 5,District 5,5,79
775,6,6,6,Quận 6,District 6,6,79
776,8,8,8,Quận 8,District 8,8,79
777,Bình Tân,Binh Tan,bt,Quận Bình Tân,Binh Tan District,binhtan,79
778,7,7,7,Quận 7,District 7,7,79
783,Củ Chi,Cu Chi,cc,Huyện Củ Chi,Cu Chi District,cuchi,79
784,Hóc Môn,Hoc Mon,hm,Huyện Hóc Môn,Hoc Mon District,hocmon,79
785,Bình Chánh,Binh Chanh,bc,Huyện Bình Chánh,Binh Chanh District,binhchanh,79
786,Nhà Bè,Nha Be,nb,Huyện Nhà Bè,Nha Be District,nhabe,79
787,Cần Giờ,Can Gio,cg,Huyện Cần Giờ,Can Gio District,cangio,79
794,Tân An,Tan An,ta,Thành phố Tân An,Tan An City,tanan,80
795,Kiến Tường,Kien Tuong,kt,Thị xã Kiến Tường,Kien Tuong Town,kientuong,80
796,Tân Hưng,Tan Hung,th,Huyện Tân Hưng,Tan Hung District,tanhung,80
797,Vĩnh Hưng,Vinh Hung,vh,Huyện Vĩnh Hưng,Vinh Hung District,vinhhung,80
798,Mộc Hóa,Moc Hoa,mh,Huyện Mộc Hóa,Moc Hoa District,mochoa,80
799,Tân Thạnh,Tan Thanh,tt,Huyện Tân Thạnh,Tan Thanh District,tanthanh,80
800,Thạnh Hóa,Thanh Hoa,th,Huyện Thạnh Hóa,Thanh Hoa District,thanhhoa,80
801,Đức Huệ,Duc Hue,dh,Huyện Đức Huệ,Duc Hue District,duchue,80
802,Đức Hòa,Duc Hoa,dh,Huyện Đức Hòa,Duc Hoa District,duchoa,80
803,Bến Lức,Ben Luc,bl,Huyện Bến Lức,Ben Luc District,benluc,80
804,Thủ Thừa,Thu Thua,tt,Huyện Thủ Thừa,Thu Thua District,thuthua,80
805,Tân Trụ,Tan Tru,tt,Huyện Tân Trụ,Tan Tru District,tantru,80
806,Cần Đước,Can Duoc,cd,Huyện Cần Đước,Can Duoc District,canduoc,80
807,Cần Giuộc,Can Giuoc,cg,Huyện Cần Giuộc,Can Giuoc District,cangiuoc,80
808,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,80
815,Mỹ Tho,My Tho,mt,Thành phố Mỹ Tho,My Tho City,mytho,82
816,Gò Công,Go Cong,gc,Thành phố Gò Công,Go Cong City,gocong,82
817,Cai Lậy,Cai Lay,cl,Thị xã Cai Lậy,Cai Lay Town,cailay,82
818,Tân Phước,Tan Phuoc,tp,Huyện Tân Phước,Tan Phuoc District,tanphuoc,82
819,Cái Bè,Cai Be,cb,Huyện Cái Bè,Cai Be District,caibe,82
820,Cai Lậy,Cai Lay,cl,Huyện Cai Lậy,Cai Lay District,cailay,82
821,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,82
