user_id,event_date,model_id_1,model_name_1,model_name_2,model_id_2,product_name_1,product_name_2,Customer_ID,UID
3405643,20221024,67,HR-V L,Civic G,26,HR-V,Civic,3405643,966325721
1842802,20230507,112,G,G,112,City,City,1842802,683504009
4495356,20230314,66,HR-V G,HR-V G,66,HR-V,HR-V,4495356,971043379
4824944,20230222,66,HR-V G,HR-V L,67,HR-V,HR-V,4824944,969616692
10615,20211211,32,CR-V E,CR-V E,32,CR-V,CR-V,10615,983313922
3829314,20210716,103,CR-V L,CR-V G,31,CR-V,CR-V,3829314,778875139
2752082,20220810,2,Accord,CR-V E,32,Accord,CR-V,2752082,985151206
4495356,20230318,66,HR-V G,HR-V L,67,HR-V,HR-V,4495356,971043379
5274423,20230801,232,BR-V G,BR-V L,231,BR-V,BR-V,5274423,965037576
5746912,20230821,232,BR-V G,CR-V LSE (Phiên Bản Đặc Biệt),135,BR-V,CR-V,5746912,375883988
2408147,20230107,191,HR-V RS,RS,29,HR-V,City,2408147,905220444
3785957,20210227,29,RS,Accord,2,City,Accord,3785957,984709648
801591,20231005,232,BR-V G,HR-V G,66,BR-V,HR-V,801591,964528768
1926492,20220517,25,Civic RS,CR-V L,103,Civic,CR-V,1926492,367650890
2210,20220416,66,HR-V G,Civic E,27,HR-V,Civic,2210,886901888
5069843,20230809,112,G,RS,29,City,City,5069843,862261089
2843005,20230601,112,G,L,28,City,City,2843005,912324223
6755203,20230301,29,RS,G,112,City,City,6755203,917131295
6755203,20230301,28,L,L,28,City,City,6755203,917131295
5746912,20240107,232,BR-V G,G,112,BR-V,City,5746912,375883988
5746912,20230821,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,5746912,375883988
7650075,20221231,66,HR-V G,RS,29,HR-V,City,7650075,985470663
8858767,20230810,231,BR-V L,BR-V G,232,BR-V,BR-V,8858767,932232932
6186649,20230916,66,HR-V G,HR-V RS,191,HR-V,HR-V,6186649,974142165
3148651,20231109,232,BR-V G,G,243,BR-V,CR-V,3148651,987483417
1008901,20210523,17,Brio G,RS,29,Brio,City,1008901,905768859
4189762,20220709,135,CR-V LSE (Phiên Bản Đặc Biệt),G,112,CR-V,City,4189762,917386990
8445868,20230624,66,HR-V G,HR-V RS,191,HR-V,HR-V,8445868,902902039
6046012,20220325,29,RS,RS,29,City,City,6046012,933522059
3407080,20210127,17,Brio G,Brio G,17,Brio,Brio,3407080,903435840
1434974,20231025,241,L AWD,e:HEV RS,240,CR-V,CR-V,1434974,934113026
6752889,20230405,198,Civic Type R,Civic E,27,Civic Type R,Civic,6752889,979812995
7372270,20221202,67,HR-V L,HR-V L,67,HR-V,HR-V,7372270,917624426
6555167,20230903,112,G,Civic Type R,198,City,Civic Type R,6555167,0
8876861,20231006,191,HR-V RS,HR-V L,67,HR-V,HR-V,8876861,944434447
6001794,20230408,66,HR-V G,Civic E,27,HR-V,Civic,6001794,936131436
2719134,20230511,31,CR-V G,HR-V G,66,CR-V,HR-V,2719134,932909888
1434974,20220216,27,Civic E,G,112,Civic,City,1434974,934113026
5746912,20240107,29,RS,BR-V G,232,City,BR-V,5746912,375883988
8235370,20230415,198,Civic Type R,Accord,2,Civic Type R,Accord,8235370,976777667
7376415,20230615,66,HR-V G,Civic E,27,HR-V,Civic,7376415,938088078
3489255,20230118,32,CR-V E,CR-V L,103,CR-V,CR-V,3489255,984833119
6587529,20220627,191,HR-V RS,Civic E,27,HR-V,Civic,6587529,966181916
883839,20221029,27,Civic E,HR-V L,67,Civic,HR-V,883839,932902787
8581,20200715,26,Civic G,Accord,2,Civic,Accord,8581,918427948
8021062,20231003,112,G,L,28,City,City,8021062,339094145
7545353,20221205,26,Civic G,HR-V L,67,Civic,HR-V,7545353,395555333
526174,20230322,27,Civic E,Civic G,26,Civic,Civic,526174,902939907
610221,20230307,198,Civic Type R,CR-V E,32,Civic Type R,CR-V,610221,915357388
8063057,20230307,112,G,G,112,City,City,8063057,915845486
6577708,20230828,29,RS,L,28,City,City,6577708,964055847
132886,20210630,20,Brio RS 2 màu,Brio G,17,Brio,Brio,132886,901999010
90138,20201201,112,G,Civic G,26,City,Civic,90138,943817700
8336508,20230820,232,BR-V G,CR-V G,31,BR-V,CR-V,8336508,857989777
4361909,20230329,27,Civic E,RS,29,Civic,City,4361909,934435662
6453572,20220521,32,CR-V E,Civic RS,25,CR-V,Civic,6453572,908609686
3785957,20210227,29,RS,Brio RS 2 màu,20,City,Brio,3785957,984709648
1075426,20221026,25,Civic RS,Accord,2,Civic,Accord,1075426,936680880
2869342,20220822,31,CR-V G,Civic RS,25,CR-V,Civic,2869342,983382798
5746912,20240107,27,Civic E,G,112,Civic,City,5746912,375883988
7899896,20230211,198,Civic Type R,RS,29,Civic Type R,City,7899896,931715560
6235679,20230502,198,Civic Type R,CR-V E,32,Civic Type R,CR-V,6235679,983241559
6604308,20230713,231,BR-V L,HR-V L,67,BR-V,HR-V,6604308,974104465
5746912,20230821,112,G,L,28,City,City,5746912,375883988
6234595,20230627,191,HR-V RS,HR-V G,66,HR-V,HR-V,6234595,903448525
7373192,20230404,66,HR-V G,Civic E,27,HR-V,Civic,7373192,965287957
19701,20231228,243,G,L,242,CR-V,CR-V,19701,905818739
7519783,20231015,25,Civic RS,HR-V RS,191,Civic,HR-V,7519783,909598871
8050822,20230215,191,HR-V RS,HR-V L,67,HR-V,HR-V,8050822,905472672
9641033,20231215,25,Civic RS,RS,29,Civic,City,9641033,339443666
1579785,20221225,27,Civic E,Civic RS,25,Civic,Civic,1579785,335563346
5746912,20230806,27,Civic E,G,112,Civic,City,5746912,375883988
272194,20231222,243,G,G,243,CR-V,CR-V,272194,904177354
411037,20231226,29,RS,Civic RS,25,City,Civic,411037,937979670
2210,20221015,112,G,L,28,City,City,2210,886901888
7584997,20221122,25,Civic RS,RS,29,Civic,City,7584997,982215234
5305426,20231129,241,L AWD,BR-V G,232,CR-V,BR-V,5305426,912896386
4495356,20230318,66,HR-V G,HR-V G,66,HR-V,HR-V,4495356,971043379
3024953,20231222,243,G,HR-V RS,191,CR-V,HR-V,3024953,912151523
1163318,20231230,112,G,G,112,City,City,1163318,966541461
6405179,20220620,25,Civic RS,G,112,Civic,City,6405179,982030377
1305400,20210327,67,HR-V L,L,28,HR-V,City,1305400,914364624
930514,20201019,67,HR-V L,CR-V L,103,HR-V,CR-V,930514,948215216
8270665,20230409,29,RS,HR-V G,66,City,HR-V,8270665,936900326
9605442,20231205,66,HR-V G,G,243,HR-V,CR-V,9605442,982593032
9169071,20231009,112,G,L,28,City,City,9169071,364923638
6093347,20230727,25,Civic RS,Civic E,27,Civic,Civic,6093347,886155145
7470227,20230821,232,BR-V G,RS,29,BR-V,City,7470227,987568485
1142628,20210516,29,RS,L,28,City,City,1142628,9618837
4975395,20220103,29,RS,Civic E,27,City,Civic,4975395,964876748
1579785,20240107,112,G,Civic E,27,City,Civic,1579785,335563346
610221,20221009,112,G,Accord,2,City,Accord,610221,915357388
6401423,20220518,2,Accord,Accord,2,Accord,Accord,6401423,962178282
1524704,20231025,243,G,G,243,CR-V,CR-V,1524704,908850845
611978,20230831,112,G,G,112,City,City,611978,987645617
8716117,20230722,66,HR-V G,HR-V RS,191,HR-V,HR-V,8716117,944388968
1200345,20230717,231,BR-V L,G,112,BR-V,City,1200345,905565315
7146628,20220910,135,CR-V LSE (Phiên Bản Đặc Biệt),Civic RS,25,CR-V,Civic,7146628,903180169
2847601,20220615,191,HR-V RS,Civic E,27,HR-V,Civic,2847601,977140662
1323425,20230818,66,HR-V G,CR-V G,31,HR-V,CR-V,1323425,974665839
7373192,20230814,28,L,BR-V G,232,City,BR-V,7373192,965287957
8303711,20230614,67,HR-V L,RS,29,HR-V,City,8303711,987210794
6735454,20220701,32,CR-V E,CR-V E,32,CR-V,CR-V,6735454,914888307
6960890,20230616,27,Civic E,Civic RS,25,Civic,Civic,6960890,908800118
7802857,20230423,28,L,G,112,City,City,7802857,978976768
5169497,20230417,198,Civic Type R,Accord,2,Civic Type R,Accord,5169497,988934365
3377666,20230320,66,HR-V G,HR-V G,66,HR-V,HR-V,3377666,944117191
7667105,20221207,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,7667105,373798009
6737081,20240120,25,Civic RS,HR-V G,66,Civic,HR-V,6737081,949867171
2495524,20230906,32,CR-V E,L,28,CR-V,City,2495524,0
3151004,20220930,67,HR-V L,CR-V E,32,HR-V,CR-V,3151004,977619666
8057,20231027,240,e:HEV RS,BR-V G,232,CR-V,BR-V,8057,778887722
6187933,20221219,25,Civic RS,Civic G,26,Civic,Civic,6187933,977833345
6599823,20230131,28,L,RS,29,City,City,6599823,396369526
8102048,20230503,112,G,G,112,City,City,8102048,799701846
610221,20221010,25,Civic RS,CR-V E,32,Civic,CR-V,610221,915357388
538980,20220821,112,G,L,28,City,City,538980,855138666
1914801,20220926,25,Civic RS,Civic G,26,Civic,Civic,1914801,972234420
6048167,20220727,112,G,L,28,City,City,6048167,982408866
3296003,20210326,26,Civic G,Civic E,27,Civic,Civic,3296003,917686779
2210,20221018,112,G,G,112,City,City,2210,886901888
470157,20200815,28,City L,City G,29,City,City,470157,987210464
2813932,20201211,28,City RS,G,112,City,City,2813932,915666952
45838,20220627,112,G,RS,29,City,City,45838,905565607
381653,20211014,103,CR-V L,Accord,2,CR-V,Accord,381653,937203848
5590237,20221120,27,Civic E,Civic RS,25,Civic,Civic,5590237,912008085
175958,20230101,29,RS,Civic RS,25,City,Civic,175958,912151807
8445369,20230528,27,Civic E,Accord,2,Civic,Accord,8445369,934048587
3514,20221009,32,CR-V E,CR-V E,32,CR-V,CR-V,3514,868291616
9033292,20230908,112,G,RS,29,City,City,9033292,988624996
620122,20230828,29,RS,G,112,City,City,620122,965656715
3786465,20230710,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V L,103,CR-V,CR-V,3786465,966262078
9615911,20231214,232,BR-V G,HR-V G,66,BR-V,HR-V,9615911,975899022
9605442,20240125,67,HR-V L,Civic G,26,HR-V,Civic,9605442,982593032
6801307,20240108,241,L AWD,G,243,CR-V,CR-V,6801307,918311222
406261,20230808,103,CR-V L,Civic Type R,198,CR-V,Civic Type R,406261,982199378
4503780,20220427,112,G,G,112,City,City,4503780,905252566
1579785,20220716,29,RS,G,112,City,City,1579785,335563346
13595,20221108,191,HR-V RS,CR-V E,32,HR-V,CR-V,13595,904392522
1098773,20201025,28,City L,Brio RS,18,City,Brio,1098773,918141715
6235679,20230128,198,Civic Type R,CR-V G,31,Civic Type R,CR-V,6235679,983241559
2818400,20201225,31,CR-V G,CR-V L,103,CR-V,CR-V,2818400,91332693
5344562,20211125,112,G,G,112,City,City,5344562,932106113
5923836,20230615,29,RS,Civic E,27,City,Civic,5923836,828100039
6187933,20230218,27,Civic E,Civic RS,25,Civic,Civic,6187933,977833345
8270665,20230511,29,RS,G,112,City,City,8270665,936900326
9242145,20231027,242,L,G,243,CR-V,CR-V,9242145,917891994
636008,20220819,112,G,CR-V E,32,City,CR-V,636008,988407767
9252,20210220,25,Civic RS,Accord,2,Civic,Accord,9252,906973204
5940905,20230716,232,BR-V G,HR-V G,66,BR-V,HR-V,5940905,962510481
4317734,20230311,112,G,Civic E,27,City,Civic,4317734,909757581
5400373,20230204,198,Civic Type R,CR-V G,31,Civic Type R,CR-V,5400373,972205353
2550617,20220824,32,CR-V E,CR-V E,32,CR-V,CR-V,2550617,983792186
3159464,20220421,135,CR-V LSE (Phiên Bản Đặc Biệt),HR-V G,66,CR-V,HR-V,3159464,912966259
8309782,20230411,32,CR-V E,HR-V G,66,CR-V,HR-V,8309782,777926481
6001794,20230408,66,HR-V G,G,112,HR-V,City,6001794,936131436
5550826,20220805,25,Civic RS,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic,CR-V,5550826,909257296
820188,20230925,66,HR-V G,Civic G,26,HR-V,Civic,820188,988919132
4079344,20220804,2,Accord,RS,29,Accord,City,4079344,989222862
2869342,20231025,243,G,HR-V RS,191,CR-V,HR-V,2869342,983382798
6187933,20221207,26,Civic G,Civic RS,25,Civic,Civic,6187933,977833345
8613301,20230705,66,HR-V G,HR-V RS,191,HR-V,HR-V,8613301,906234113
1023750,20230204,66,HR-V G,Civic E,27,HR-V,Civic,1023750,903433706
1176048,20221014,25,Civic RS,HR-V RS,191,Civic,HR-V,1176048,979717956
6493166,20220820,27,Civic E,Accord,2,Civic,Accord,6493166,977202860
8712285,20230821,2,Accord,Civic E,27,Accord,Civic,8712285,987333665
6048167,20221222,66,HR-V G,HR-V L,67,HR-V,HR-V,6048167,982408866
1058376,20200805,31,CR-V G,CR-V G,31,CR-V,CR-V,1058376,934871155
1629993,20220723,32,CR-V E,CR-V E,32,CR-V,CR-V,1629993,978822378
3991911,20210321,112,G,G,112,City,City,3991911,913672989
422836,20230716,29,RS,HR-V RS,191,City,HR-V,422836,969996464
610221,20220926,112,G,HR-V RS,191,City,HR-V,610221,915357388
8966411,20230817,31,CR-V G,BR-V G,232,CR-V,BR-V,8966411,937207817
4758464,20231029,29,RS,L,28,City,City,4758464,987833152
42568,20210124,112,G,Civic E,27,City,Civic,42568,975360089
5590237,20220728,32,CR-V E,HR-V L,67,CR-V,HR-V,5590237,912008085
1698909,20230907,112,G,G,112,City,City,1698909,908081989
7244000,20221009,27,Civic E,Civic E,27,Civic,Civic,7244000,987566342
10187,20210922,112,G,Civic G,26,City,Civic,10187,981234539
22334,20231122,243,G,G,243,CR-V,CR-V,22334,989868788
3083847,20230705,232,BR-V G,CR-V G,31,BR-V,CR-V,3083847,901894998
8737112,20230829,32,CR-V E,CR-V G,31,CR-V,CR-V,8737112,973076999
3236262,20210505,25,Civic RS,HR-V L,67,Civic,HR-V,3236262,395180950
2210,20221117,27,Civic E,G,112,Civic,City,2210,886901888
674591,20231029,243,G,G,243,CR-V,CR-V,674591,935686814
4758464,20231029,112,G,G,112,City,City,4758464,987833152
6211349,20230216,191,HR-V RS,RS,29,HR-V,City,6211349,963243112
6197171,20220912,112,G,Civic RS,25,City,Civic,6197171,907056880
5746912,20231109,27,Civic E,Civic Type R,198,Civic,Civic Type R,5746912,375883988
22334,20220913,103,CR-V L,HR-V RS,191,CR-V,HR-V,22334,989868788
532201,20210523,112,G,G,112,City,City,532201,984401969
8652247,20230730,32,CR-V E,Accord,2,CR-V,Accord,8652247,935218279
6211349,20230216,191,HR-V RS,G,112,HR-V,City,6211349,963243112
814366,20230316,191,HR-V RS,Civic RS,25,HR-V,Civic,814366,962079000
2869342,20230714,231,BR-V L,CR-V G,31,BR-V,CR-V,2869342,983382798
5605103,20231225,242,L,G,243,CR-V,CR-V,5605103,932061160
3407080,20210127,27,Civic E,CR-V L,103,Civic,CR-V,3407080,903435840
637804,20220113,26,Civic G,Civic RS,25,Civic,Civic,637804,931108423
3664706,20210323,67,HR-V L,CR-V E,32,HR-V,CR-V,3664706,982267798
820026,20230321,66,HR-V G,L,28,HR-V,City,820026,942526288
4400764,20230628,32,CR-V E,G,112,CR-V,City,4400764,919685775
3664706,20210522,67,HR-V L,RS,29,HR-V,City,3664706,982267798
9600441,20231201,29,RS,HR-V L,67,City,HR-V,9600441,828700626
1181859,20221118,67,HR-V L,Civic E,27,HR-V,Civic,1181859,913503224
7372270,20221028,112,G,L,28,City,City,7372270,917624426
10615,20231106,243,G,G,243,CR-V,CR-V,10615,983313922
270323,20201202,28,City RS,G,112,City,City,270323,903687495
5645812,20230124,112,G,Civic Type R,198,City,Civic Type R,5645812,375002584
8256354,20240203,232,BR-V G,G,243,BR-V,CR-V,8256354,903381357
4370217,20231002,135,CR-V LSE (Phiên Bản Đặc Biệt),BR-V L,231,CR-V,BR-V,4370217,979929239
7667105,20221207,103,CR-V L,CR-V L,103,CR-V,CR-V,7667105,373798009
4499603,20220905,103,CR-V L,CR-V E,32,CR-V,CR-V,4499603,935686268
6857125,20230507,29,RS,L,28,City,City,6857125,914421821
4692291,20240108,66,HR-V G,Civic E,27,HR-V,Civic,4692291,941857357
1672932,20230406,66,HR-V G,CR-V G,31,HR-V,CR-V,1672932,903762615
7580713,20221222,66,HR-V G,HR-V G,66,HR-V,HR-V,7580713,948029995
2283571,20201006,66,HR-V G,HR-V G,66,HR-V,HR-V,2283571,908029298
6001794,20230408,191,HR-V RS,RS,29,HR-V,City,6001794,936131436
5107306,20221102,112,G,RS,29,City,City,5107306,941440397
6151125,20230805,66,HR-V G,Civic G,26,HR-V,Civic,6151125,908137570
1787204,20220612,112,G,Civic E,27,City,Civic,1787204,905289117
9887513,20240119,112,G,Civic Type R,198,City,Civic Type R,9887513,974245759
5519032,20231130,67,HR-V L,L AWD,241,HR-V,CR-V,5519032,912996661
4523858,20230626,198,Civic Type R,Accord,2,Civic Type R,Accord,4523858,909264204
1065023,20231216,29,RS,Civic E,27,City,Civic,1065023,963638496
2210,20220418,26,Civic G,Civic RS,25,Civic,Civic,2210,886901888
2493255,20221021,32,CR-V E,CR-V G,31,CR-V,CR-V,2493255,966112828
6141789,20220718,112,G,G,112,City,City,6141789,983502090
1626676,20220629,67,HR-V L,HR-V L,67,HR-V,HR-V,1626676,934564323
6048167,20220509,103,CR-V L,CR-V G,31,CR-V,CR-V,6048167,982408866
3148651,20231109,232,BR-V G,BR-V G,232,BR-V,BR-V,3148651,987483417
1008901,20210523,20,Brio RS 2 màu,RS,29,Brio,City,1008901,905768859
6001794,20230408,112,G,Civic E,27,City,Civic,6001794,936131436
9186959,20231108,2,Accord,RS,29,Accord,City,9186959,333988789
8862837,20231025,241,L AWD,G,243,CR-V,CR-V,8862837,869277555
2865100,20210109,103,CR-V L,CR-V G,31,CR-V,CR-V,2865100,963741780
8800375,20230721,27,Civic E,Civic Type R,198,Civic,Civic Type R,8800375,773702157
7969074,20230721,29,RS,CR-V E,32,City,CR-V,7969074,398488327
3365702,20220705,25,Civic RS,Civic G,26,Civic,Civic,3365702,987111033
6123528,20230709,232,BR-V G,HR-V RS,191,BR-V,HR-V,6123528,989451592
6186649,20220719,29,RS,Civic RS,25,City,Civic,6186649,974142165
4674982,20220621,112,G,G,112,City,City,4674982,905931177
2017078,20230903,103,CR-V L,BR-V G,232,CR-V,BR-V,2017078,918231706
9537218,20231128,232,BR-V G,G,112,BR-V,City,9537218,0
2579886,20201108,112,G,Accord,2,City,Accord,2579886,982777842
2723413,20220424,32,CR-V E,G,112,CR-V,City,2723413,914560779
6070143,20221126,198,Civic Type R,Civic E,27,Civic Type R,Civic,6070143,706130656
3664706,20210511,2,Accord,Civic E,27,Accord,Civic,3664706,982267798
6250635,20220715,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V L,103,CR-V,CR-V,6250635,792054091
5516931,20231111,242,L,L AWD,241,CR-V,CR-V,5516931,916818219
8330314,20230413,112,G,CR-V LSE (Phiên Bản Đặc Biệt),135,City,CR-V,8330314,934954481
6486830,20221114,28,L,RS,29,City,City,6486830,909409466
7467696,20221201,28,L,L,28,City,City,7467696,976979699
1920012,20210515,29,RS,Brio G,17,City,Brio,1920012,966346439
6220850,20220829,2,Accord,HR-V RS,191,Accord,HR-V,6220850,977170772
25882,20230916,25,Civic RS,BR-V G,232,Civic,BR-V,25882,906750611
2493255,20221021,32,CR-V E,CR-V L,103,CR-V,CR-V,2493255,966112828
5421238,20220512,112,G,Civic E,27,City,Civic,5421238,935438338
4499603,20220828,103,CR-V L,CR-V E,32,CR-V,CR-V,4499603,935686268
3918429,20231026,232,BR-V G,HR-V RS,191,BR-V,HR-V,3918429,937835068
560654,20220508,27,Civic E,Civic E,27,Civic,Civic,560654,909769368
3664706,20211213,2,Accord,CR-V E,32,Accord,CR-V,3664706,982267798
5385056,20220812,29,RS,Civic RS,25,City,Civic,5385056,905699958
381653,20211227,135,CR-V LSE (Phiên Bản Đặc Biệt),Accord,2,CR-V,Accord,381653,937203848
5083246,20230127,29,RS,CR-V LSE (Phiên Bản Đặc Biệt),135,City,CR-V,5083246,923269988
2210,20220418,26,Civic G,CR-V E,32,Civic,CR-V,2210,886901888
3848401,20240130,66,HR-V G,HR-V RS,191,HR-V,HR-V,3848401,972018998
65812,20230505,25,Civic RS,Civic Type R,198,Civic,Civic Type R,65812,962140450
544822,20200825,103,CR-V L,HR-V G,66,CR-V,HR-V,544822,938651101
6097153,20220702,29,RS,G,112,City,City,6097153,907219451
2719134,20230511,31,CR-V G,G,112,CR-V,City,2719134,932909888
7545353,20221205,26,Civic G,HR-V RS,191,Civic,HR-V,7545353,395555333
3664706,20211213,2,Accord,Accord,2,Accord,Accord,3664706,982267798
3829314,20210716,32,CR-V E,CR-V E,32,CR-V,CR-V,3829314,778875139
136192,20240114,198,Civic Type R,Accord,2,Civic Type R,Accord,136192,914656969
8501104,20240123,2,Accord,L,28,Accord,City,8501104,964022785
7470227,20221204,29,RS,Civic Type R,198,City,Civic Type R,7470227,987568485
3275,20240105,28,L,RS,29,City,City,3275,989990072
31755,20230724,112,G,G,112,City,City,31755,397030169
8599599,20230615,66,HR-V G,CR-V E,32,HR-V,CR-V,8599599,843318566
432295,20211218,112,G,Civic E,27,City,Civic,432295,905751505
6187933,20230211,26,Civic G,Civic RS,25,Civic,Civic,6187933,977833345
456279,20220501,2,Accord,CR-V E,32,Accord,CR-V,456279,907876307
9195220,20231110,243,G,G,243,CR-V,CR-V,9195220,939422633
406397,20230704,29,RS,Civic Type R,198,City,Civic Type R,406397,911009898
9149427,20230922,135,CR-V LSE (Phiên Bản Đặc Biệt),BR-V L,231,CR-V,BR-V,9149427,944688988
5159055,20211028,29,RS,Civic RS,25,City,Civic,5159055,973916801
4010357,20220317,67,HR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,4010357,349994313
9195220,20231216,243,G,G,243,CR-V,CR-V,9195220,939422633
1181859,20221109,25,Civic RS,Civic G,26,Civic,Civic,1181859,913503224
4619880,20220623,67,HR-V L,HR-V RS,191,HR-V,HR-V,4619880,933550669
2559795,20230807,112,G,BR-V G,232,City,BR-V,2559795,966038296
5119238,20220123,29,RS,Civic G,26,City,Civic,5119238,913065133
5746912,20240107,2,Accord,Civic Type R,198,Accord,Civic Type R,5746912,375883988
1176048,20221211,26,Civic G,Civic E,27,Civic,Civic,1176048,979717956
6520393,20220717,29,RS,HR-V L,67,City,HR-V,6520393,908979115
1276631,20240116,198,Civic Type R,G,112,Civic Type R,City,1276631,907201306
10615,20221214,103,CR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,10615,983313922
9537218,20231128,232,BR-V G,Civic Type R,198,BR-V,Civic Type R,9537218,0
2869342,20230714,231,BR-V L,HR-V G,66,BR-V,HR-V,2869342,983382798
2667801,20210508,112,G,L,28,City,City,2667801,0
7519783,20231015,27,Civic E,HR-V G,66,Civic,HR-V,7519783,909598871
1348895,20221025,112,G,G,112,City,City,1348895,918461391
6187933,20221219,66,HR-V G,HR-V RS,191,HR-V,HR-V,6187933,977833345
6520393,20220715,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V E,32,CR-V,CR-V,6520393,908979115
6165127,20230917,67,HR-V L,HR-V RS,191,HR-V,HR-V,6165127,912007109
6051301,20230130,112,G,L,28,City,City,6051301,982392106
876739,20200820,29,City G,Accord,2,City,Accord,876739,367145656
3148651,20231109,232,BR-V G,HR-V G,66,BR-V,HR-V,3148651,987483417
1412508,20210817,103,CR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,1412508,912458316
2869342,20221007,31,CR-V G,CR-V E,32,CR-V,CR-V,2869342,983382798
2288967,20230717,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,2288967,902618696
9195220,20231216,27,Civic E,Civic RS,25,Civic,Civic,9195220,939422633
6339113,20230818,112,G,RS,29,City,City,6339113,907722686
7900829,20230324,25,Civic RS,Accord,2,Civic,Accord,7900829,945380532
3489255,20230312,25,Civic RS,HR-V G,66,Civic,HR-V,3489255,984833119
61682,20231126,243,G,Accord,2,CR-V,Accord,61682,706569596
4975395,20211007,29,RS,Civic E,27,City,Civic,4975395,964876748
5119238,20211120,29,RS,Civic E,27,City,Civic,5119238,913065133
9610082,20240110,66,HR-V G,G,112,HR-V,City,9610082,908744196
8526933,20230606,28,L,Civic Type R,198,City,Civic Type R,8526933,366199586
9239215,20231026,240,e:HEV RS,HR-V L,67,CR-V,HR-V,9239215,762608888
7667105,20221207,198,Civic Type R,Accord,2,Civic Type R,Accord,7667105,373798009
9220008,20231012,112,G,G,112,City,City,9220008,904476166
9605442,20240125,67,HR-V L,Accord,2,HR-V,Accord,9605442,982593032
411037,20210226,26,Civic G,RS,29,Civic,City,411037,937979670
6330181,20230724,112,G,Civic Type R,198,City,Civic Type R,6330181,932517640
5746912,20231107,112,G,L,28,City,City,5746912,375883988
1065023,20231216,29,RS,Accord,2,City,Accord,1065023,963638496
6655106,20221028,25,Civic RS,Civic Type R,198,Civic,Civic Type R,6655106,984999819
1013933,20221016,103,CR-V L,CR-V G,31,CR-V,CR-V,1013933,975090768
9211201,20231004,2,Accord,Civic Type R,198,Accord,Civic Type R,9211201,913334489
3477353,20220619,2,Accord,Civic E,27,Accord,Civic,3477353,909266383
9374770,20231030,240,e:HEV RS,L AWD,241,CR-V,CR-V,9374770,913982262
1836305,20230630,66,HR-V G,G,112,HR-V,City,1836305,938779469
8603989,20231009,27,Civic E,G,112,Civic,City,8603989,922222032
1592829,20200713,25,Civic RS,Civic RS,25,Civic,Civic,1592829,907633998
7297294,20230110,112,G,HR-V RS,191,City,HR-V,7297294,907353356
6366237,20230715,198,Civic Type R,Civic RS,25,Civic Type R,Civic,6366237,935690879
5605103,20231225,242,L,L AWD,241,CR-V,CR-V,5605103,932061160
8526933,20230606,29,RS,CR-V E,32,City,CR-V,8526933,366199586
2784856,20220822,26,Civic G,HR-V L,67,Civic,HR-V,2784856,918628985
4281,20230222,135,CR-V LSE (Phiên Bản Đặc Biệt),Civic RS,25,CR-V,Civic,4281,987188688
9887513,20240119,29,RS,Accord,2,City,Accord,9887513,974245759
6123528,20220810,67,HR-V L,Civic E,27,HR-V,Civic,6123528,989451592
5436567,20230705,135,CR-V LSE (Phiên Bản Đặc Biệt),BR-V L,231,CR-V,BR-V,5436567,935151737
5355814,20230731,231,BR-V L,CR-V E,32,BR-V,CR-V,5355814,984720750
7373192,20230731,67,HR-V L,HR-V RS,191,HR-V,HR-V,7373192,965287957
10615,20221214,103,CR-V L,CR-V E,32,CR-V,CR-V,10615,983313922
5186304,20220624,191,HR-V RS,Civic E,27,HR-V,Civic,5186304,919876664
5746912,20230909,32,CR-V E,Civic Type R,198,CR-V,Civic Type R,5746912,375883988
6763704,20230914,2,Accord,Civic G,26,Accord,Civic,6763704,902636412
7596676,20230111,66,HR-V G,HR-V L,67,HR-V,HR-V,7596676,918304998
538980,20220822,28,L,G,112,City,City,538980,855138666
2210,20220415,103,CR-V L,CR-V L,103,CR-V,CR-V,2210,886901888
8501104,20240123,231,BR-V L,L,28,BR-V,City,8501104,964022785
4708955,20230908,29,RS,G,112,City,City,4708955,977792777
3688,20230820,28,L,G,112,City,City,3688,918579688
2830198,20231007,112,G,CR-V E,32,City,CR-V,2830198,336337889
3405643,20220616,67,HR-V L,HR-V L,67,HR-V,HR-V,3405643,966325721
6737081,20230604,29,RS,HR-V RS,191,City,HR-V,6737081,949867171
6123528,20230803,112,G,G,112,City,City,6123528,989451592
2666742,20240123,67,HR-V L,HR-V RS,191,HR-V,HR-V,2666742,982100012
5914264,20230202,27,Civic E,Civic Type R,198,Civic,Civic Type R,5914264,949512870
176092,20230722,232,BR-V G,BR-V G,232,BR-V,BR-V,176092,965610336
